total_recommendations,recommendations_with_performance,open_recommendations,closed_recommendations,wins,losses,target_hits,stop_loss_hits,profitable_recommendations,unprofitable_recommendations,win_rate_pct,target_hit_rate_pct,stop_loss_rate_pct,profitable_rate_pct,average_current_return_pct,median_current_return_pct,average_max_return_pct,median_max_return_pct,best_current_return_pct,worst_current_return_pct,best_max_return_pct,average_days_to_target,average_days_to_stop_loss
4,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,
